personLookup,status,personID,displayTitle,alsoCalled,slug,name,surname,isProperName,gender,birthYear,deathYear,birthPlace,deathPlace,memberOf,dictionaryLink,dictionaryText,events,eventGroups,verseCount,verses,mother,father,children,siblings,halfSiblingsSameMother,halfSiblingsSameFather,chaptersWritten,eastons
agrippa_111,publish,111,Agrippa,,agrippa_111,Agrippa,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/agrippa-ii.html," son of the foregoing, was born at Rome, A.D. 27. He was the brother of Bernice and Drusilla. The Emperor Claudius (A.D. 48) invested him with the office of superintendent of the Temple of Jerusalem, and made him governor (A.D. 50) of Chalcis. He was afterwards raised to the rank of king, and made governor over the tetrarchy of Philip and Lysanias (  Acts 25:13  ;   Acts 26:2   Acts 26:7  ). It was before him that Paul delivered (A.D. 59) his speech recorded in   Acts 26  . His private life was very profligate. He died (the last of his race) at Rome, at the age of about seventy years, A.D. 100.","Agrippa and Bernice meet Festus,Paul goes before Agrippa","Paul Arrested and Imprisoned, Paul Arrested and Imprisoned",12,"Acts.25.13,Acts.25.22,Acts.25.23,Acts.25.24,Acts.25.26,Acts.26.1,Acts.26.2,Acts.26.7,Acts.26.19,Acts.26.27,Acts.26.28,Acts.26.32",,,,,,,,Agrippa II.
agur_112,publish,112,Agur,,agur_112,Agur,,checked,Male,,,,,,,,,,1,Prov.30.1,,jakeh_712,,,,,Prov.30,Agur
alexander_188,publish,188,Alexander (Jew of Ephesus),,alexander_188,Alexander,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/alexander.html, man-defender. A Jew of Ephesus who took a prominent part in the uproar raised there by the preaching of Paul (  Acts 19:33  ). The Jews put him forward to plead their cause before the mob. It was probably intended that he should show that he and the other Jews had no sympathy with Paul any more than the Ephesians had. It is possible that this man was the same as the following.,Riot in Ephesus,Third Missionary Journey,1,Acts.19.33,,,,,,,,Alexander 3
alexander_187,publish,187,Alexander (Son of Simon),,alexander_187,Alexander,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/alexander.html," man-defender. A man whose father, Simon the Cyrenian, bore the cross of Christ (  Mark 15:21  ).",Peter and John's Trial,Pentecost/Church Founded,1,Acts.4.6,,,,,,,,Alexander 1
almodad_191,publish,191,Almodad,,almodad_191,Almodad,,checked,Male,,,,,,,,,,2,"Gen.10.26,1Chr.1.20",,joktan_1686,,"abimael_39,jerah_842,diklah_1011,hadoram_1345,havilah_1462,hazarmaveth_1465,jobab_1640,ebal_2227,ophir_2253,sheba_2568,sheleph_2602,uzal_2911",,,,Almodad
alphaeus_192,publish,192,Alphaeus,,alphaeus_192,Alphaeus,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/alphaeus.html," The father of James the Less, the apostle and writer of the epistle (  Matthew 10:3  ;   Mark 3:18  ;   Luke 6:15  ;   Acts 1:13  ), and the husband of Mary (  John 19:25  ). The Hebrew form of this name is Cleopas, or Clopas (q.v.). ",Matthias replaces Judas,Ascension,4,"Matt.10.3,Mark.3.18,Luke.6.15,Acts.1.13",,,"james_718,lebbaeus_1815",,,,,Alphaeus 1
amorite_237,publish,237,Amorite,,amorite_237,Amorite,,checked,Male,,,,,,,,,,4,"Gen.10.16,1Chr.1.14,Amos.2.9,Amos.2.10",,canaan_914,,"arkite_308,arvadite_316,jebusite_748,girgasite_1322,hamathite_1361,heth_1510,hivite_1534,zidon_2738,sinite_2755,zemarite_3036",,,,Amorites
amraphel_244,publish,244,Amraphel,,amraphel_244,Amraphel,,checked,Male,,,,,,,,,,2,"Gen.14.1,Gen.14.9",,,,,,,,Amraphel
anamim_253,publish,253,Anamim,,anamim_253,Anamim,,checked,Male,,,,,,,,,,2,"Gen.10.13,1Chr.1.11",,mizraim_2100,,"caphthorim_917,casluhim_923,lehabim_1816,ludim_1835,naphtuhim_2150,pathrusim_2288",,,,Anamim
ananias_259,publish,259,Ananias (Disciple at Damascus),,ananias_259,Ananias,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/ananias.html,"  A Christian at Damascus (  Acts 9:10  ). He became Paul's instructor; but when or by what means he himself became a Christian we have no information. He was ""a devout man according to the law, having a good report of all the Jews which dwelt"" at Damascus (  22:12  ). ",Saul is converted,Saul Converted,5,"Acts.9.10,Acts.9.12,Acts.9.13,Acts.9.17,Acts.22.12",,,,,,,,Ananias 2
ananias_260,publish,260,Ananias (High Priest),,ananias_260,Ananias,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/ananias.html," The high priest before whom Paul was brought in the procuratorship of Felix (  Acts 23:2   Acts 23:5   Acts 23:24  ). He was so enraged at Paul's noble declaration, ""I have lived in all good conscience before God until this day,"" that he commanded one of his attendants to smite him on the mouth. Smarting under this unprovoked insult, Paul quickly replied, ""God shall smite thee, thou whited wall."" Being reminded that Ananias was the high priest, to whose office all respect was to be paid, he answered, ""I wist not, brethren, that he was the high priest"" (  Acts 23:5  ). This expression has occasioned some difficulty, as it is scarcely probable that Paul should have been ignorant of so public a fact. The expression may mean (a) that Paul had at the moment overlooked the honour due to the high priest; or (b), as others think, that Paul spoke ironically, as if he had said, ""The high priest breaking the law! God's high priest a tyrant and a lawbreaker! I see a man in white robes, and have heard his voice, but surely it cannot, it ought not to be, the voice of the high priest."" (See Dr. Lindsay on Acts, <i> in loco</i> .) (c) Others think that from defect of sight Paul could not observe that the speaker was the high priest. In all this, however, it may be explained, Paul, with all his excellency, comes short of the example of his divine Master, who, when he was reviled, reviled not again.","Paul goes before the Council,Paul sent to Felix","Paul Arrested and Imprisoned, Paul Arrested and Imprisoned",2,"Acts.23.2,Acts.24.1",,,,,,,,Ananias 3
ananias_258,publish,258,Ananias (Husband of Sapphira),,ananias_258,Ananias,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/ananias.html," a common Jewish name, the same as Hananiah. One of the members of the church at Jerusalem, who conspired with his wife Sapphira to deceive the brethren, and who fell down and immediately expired after he had uttered the falsehood (  Acts 5:5  ). By common agreement the members of the early Christian community devoted their property to the work of furthering the gospel and of assisting the poor and needy. The proceeds of the possessions they sold were placed at the disposal of the apostles (  Acts 4:36   Acts 4:37  ). Ananias might have kept his property had he so chosen; but he professed agreement with the brethren in the common purpose, and had of his own accord devoted it all, as he said, to these sacred ends. Yet he retained a part of it for his own ends, and thus lied in declaring that he had given it all. ""The offence of Ananias and Sapphira showed contempt of God, vanity and ambition in the offenders, and utter disregard of the corruption which they were bringing into the society. Such sin, committed in despite of the light which they possessed, called for a special mark of divine indignation."" ",Ananias and Sapphira lie to God,Pentecost/Church Founded,3,"Acts.5.1,Acts.5.3,Acts.5.5",,,,,,,,Ananias 1
andrew_264,publish,264,Andrew,,andrew_264,Andrew,,checked,Male,,,,,"Apostles,Apostles (Post-Ascension),Apostles (The Eleven)",https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/andrew.html," manliness, a Greek name; one of the apostles of our Lord. He was of Bethsaida in Galilee (  John 1:44  ), and was the brother of Simon Peter (  Matthew 4:18  ;   10:2  ). On one occasion John the Baptist, whose disciple he then was, pointing to Jesus, said, ""Behold the Lamb of God"" (  John 1:40  ); and Andrew, hearing him, immediately became a follower of Jesus, the first of his disciples. After he had been led to recognize Jesus as the Messiah, his first care was to bring also his brother Simon to Jesus. The two brothers seem to have after this pursued for a while their usual calling as fishermen, and did not become the stated attendants of the Lord till after John's imprisonment (  Matthew 4:18   Matthew 4:19  ;   Mark 1:16   Mark 1:17  ). Very little is related of Andrew. He was one of the confidential disciples (  John 6:8  ;   12:22  ), and with Peter, James, and John inquired of our Lord privately regarding his future coming (  Mark 13:3  ). He was present at the feeding of the five thousand (  John 6:9  ), and he introduced the Greeks who desired to see Jesus (  John 12:22  ); but of his subsequent history little is known. It is noteworthy that Andrew thrice brings others to Christ, (1) Peter; (2) the lad with the loaves; and (3) certain Greeks. These incidents may be regarded as a key to his character.",Matthias replaces Judas,Ascension,12,"Matt.4.18,Matt.10.2,Mark.1.16,Mark.1.29,Mark.3.18,Mark.13.3,Luke.6.14,John.1.40,John.1.44,John.6.8,John.12.22,Acts.1.13",,jonas_1687,,peter_2745,,,,Andrew
aner_266,publish,266,Aner,,aner_266,Aner,,checked,Male,,,,,,,,,,2,"Gen.14.13,Gen.14.24",,,,"eshcol_1218,mamre_1923",,,,Aner 1
annas_269,publish,269,Annas,,annas_269,Annas,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/annas.html," was high priest A.D. 7-14. In A.D. 25 Caiaphas, who had married the daughter of Annas (  John 18:13  ), was raised to that office, and probably Annas was now made president of the Sanhedrim, or deputy or coadjutor of the high priest, and thus was also called high priest along with Caiaphas (  Luke 3:2  ). By the Mosaic law the high-priesthood was held for life (  Numbers 3:10  ); and although Annas had been deposed by the Roman procurator, the Jews may still have regarded him as legally the high priest. Our Lord was first brought before Annas, and after a brief questioning of him (  John 18:19-23  ) was sent to Caiaphas, when some members of the Sanhedrim had met, and the first trial of Jesus took place (  Matthew 26:57-68  ). This examination of our Lord before Annas is recorded only by John. Annas was president of the Sanhedrim before which Peter and John were brought (  Acts 4:6  ).",Peter and John's Trial,Pentecost/Church Founded,4,"Luke.3.2,John.18.13,John.18.24,Acts.4.6",,,,,,,,Annas
apollos_276,publish,276,Apollos,,apollos_276,Apollos,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/apollos.html," a Jew ""born at Alexandria,"" a man well versed in the Scriptures and eloquent (  Acts 18:24  ; RSV, ""learned""). He came to Ephesus (about A.D. 49), where he spake ""boldly"" in the synagogue (  18:26  ), although he did not know as yet that Jesus of Nazareth was the Messiah. Aquila and Priscilla instructed him more perfectly in ""the way of God"", i.e., in the knowledge of Christ. He then proceeded to Corinth, where he met Paul (  Acts 18:27  ;   19:1  ). He was there very useful in watering the good seed Paul had sown (  1�Corinthians 1:12  ), and in gaining many to Christ. His disciples were much attached to him (  1 Corinthians 3:4-7   1 Corinthians 3:22  ). He was with Paul at Ephesus when he wrote the First Epistle to the Corinthians; and Paul makes kindly reference to him in his letter to (  Titus 3:13  ). Some have supposed, although without sufficient ground, that he was the author of the Epistle to the Hebrews.",Third Missionary Journey Begins,Third Missionary Journey,10,"Acts.18.24,Acts.19.1,1Cor.1.12,1Cor.3.4,1Cor.3.5,1Cor.3.6,1Cor.3.22,1Cor.4.6,1Cor.16.12,Titus.3.13",,,,,,,,Apollos
apphia_278,publish,278,Apphia,,apphia_278,Apphia,,checked,Female,,,,,,,,,,1,Phlm.1.2,,,,,,,,Apphia
aquila_279,publish,279,Aquila,,aquila_279,Aquila,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/aquila.html," eagle, a native of Pontus, by occupation a tent-maker, whom Paul met on his first visit to Corinth (  Acts 18:2  ). Along with his wife Priscilla he had fled from Rome in consequence of a decree (A.D. 50) by Claudius commanding all Jews to leave the city. Paul sojourned with him at Corinth, and they wrought together at their common trade, making Cilician hair-cloth for tents. On Paul's departure from Corinth after eighteen months, Aquila and his wife accompanied him to Ephesus, where they remained, while he proceeded to Syria (  Acts 18:18   Acts 18:26  ). When they became Christians we are not informed, but in Ephesus they were (  1�Corinthians 16:19  ) Paul's ""helpers in Christ Jesus."" We find them afterwards at Rome (  Romans 16:3  ), interesting themselves still in the cause of Christ. They are referred to some years after this as being at Ephesus (  2�Timothy 4:19  ). This is the last notice we have of them.","""Mission to Corinth, 1&2 Thess Written"",Return from Second Missionary Journey,Third Missionary Journey Begins","Second Missionary Journey, Second Missionary Journey, Third Missionary Journey",6,"Acts.18.2,Acts.18.18,Acts.18.26,Rom.16.3,1Cor.16.19,2Tim.4.19",,,,,,,,Aquila
aram_286,publish,286,Aram (son of Kemuel),,aram_286,Aram,,checked,Male,,,,,,,,,,1,Gen.22.21,,kemuel_1773,,,,,,Aram
aram_285,publish,285,Aram (son of Shem),,aram_285,Aram,,checked,Male,,,,,,,,,,3,"Gen.10.22,Gen.10.23,1Chr.1.17",,shem_2613,"mash_1944,hul_1566,uz_2908,gether_1308","arphaxad_312,asshur_349,elam_1049,lud_1834",,,,Aram
archippus_292,publish,292,Archippus,,archippus_292,Archippus,,checked,Male,,,,,,,,,,2,"Col.4.17,Phlm.1.2",,,,,,,,Archippus
arioch_303,publish,303,Arioch (king of Ellasar),,arioch_303,Arioch,,checked,Male,,,,,,,,,,2,"Gen.14.1,Gen.14.9",,,,,,,,Arioch 1
aristarchus_306,publish,306,Aristarchus,,aristarchus_306,Aristarchus,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/aristarchus.html," best ruler, native of Thessalonica (  Acts 20:4  ), a companion of Paul (  Acts 19:29  ;   27:2  ). He was Paul's ""fellow-prisoner"" at Rome (  Colossians 4:10  ;   Philemon 1:24  ).","Riot in Ephesus,Mission to Macedonia and Greece,Journey to Rome begins,Paul is shipwrecked by a storm,Paul stays at Malta,Paul arrives at Rome","Third Missionary Journey, Third Missionary Journey, Journey to Rome, Journey to Rome, Journey to Rome, Journey to Rome",5,"Acts.19.29,Acts.20.4,Acts.27.2,Col.4.10,Phlm.1.24",,,,,,,,Aristarchus
arkite_308,publish,308,Arkite,,arkite_308,Arkite,,checked,Male,,,,,,,,,,2,"Gen.10.17,1Chr.1.15",,canaan_914,,"amorite_237,arvadite_316,jebusite_748,girgasite_1322,hamathite_1361,heth_1510,hivite_1534,zidon_2738,sinite_2755,zemarite_3036",,,,Arkite
arphaxad_312,publish,312,Arphaxad,,arphaxad_312,Arphaxad,,checked,Male,-2346,-1908,,,Genealogy of Jesus,,,,,10,"Gen.10.22,Gen.10.24,Gen.11.10,Gen.11.11,Gen.11.12,Gen.11.13,1Chr.1.17,1Chr.1.18,1Chr.1.24,Luke.3.36",,shem_2613,cainan_535,"aram_285,asshur_349,elam_1049,lud_1834",,,,Arphaxad
artemas_315,publish,315,Artemas,,artemas_315,Artemas,,checked,Male,,,,,,,,,,1,Titus.3.12,,,,,,,,
arvadite_316,publish,316,Arvadite,,arvadite_316,Arvadite,,checked,Male,,,,,,,,,,2,"Gen.10.18,1Chr.1.16",,canaan_914,,"amorite_237,arkite_308,jebusite_748,girgasite_1322,hamathite_1361,heth_1510,hivite_1534,zidon_2738,sinite_2755,zemarite_3036",,,,
asaph_330,publish,330,Asaph (Levite),,asaph_330,Asaph,,checked,Male,,,,,Tribe of Levi,,,,,32,"1Chr.6.39,1Chr.15.17,1Chr.15.19,1Chr.16.5,1Chr.16.7,1Chr.16.37,1Chr.25.1,1Chr.25.2,1Chr.25.6,1Chr.25.9,2Chr.5.12,2Chr.20.14,2Chr.29.13,2Chr.29.30,2Chr.35.15,Ezra.2.41,Ezra.3.10,Neh.7.44,Neh.11.22,Neh.12.35,Neh.12.46,Ps.73.1,Ps.74.1,Ps.75.1,Ps.76.1,Ps.77.1,Ps.78.1,Ps.79.1,Ps.80.1,Ps.82.1,Ps.83.1,Isa.36.3",,berechiah_469,"jesharelah_334,joseph_1712,nethaniah_2199,zaccur_2965",,,,"Ps.50,Ps.73,Ps.74,Ps.75,Ps.76,Ps.77,Ps.78,Ps.79,Ps.80,Ps.81,Ps.82,Ps.83",Asaph 1
ashkenaz_338,publish,338,Ashkenaz,Ashchenaz,ashkenaz_338,Ashkenaz,,checked,Male,,,,,,,,,,3,"Gen.10.3,1Chr.1.6,Jer.51.27",,gomer_1328,,"riphath_2443,togarmah_2875",,,,Ashkenaz
asshur_349,publish,349,Asshur,,asshur_349,Asshur,,checked,Male,,,,,,,,,,5,"Gen.10.11,Gen.10.22,Num.24.22,Num.24.24,1Chr.1.17",,shem_2613,,"aram_285,arphaxad_312,elam_1049,lud_1834",,,,Asshur
augustus_366,publish,366,Augustus,,augustus_366,Augustus,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/augustus.html," the cognomen of the first Roman emperor, C. Julius Caesar Octavianus, during whose reign Christ was born (  Luke 2:1  ). His decree that ""all the world should be taxed"" was the divinely ordered occasion of Jesus' being born, according to prophecy (  Micah 5:2  ), in Bethlehem. This name being simply a title meaning ""majesty"" or ""venerable,"" first given to him by the senate (B.C. 27), was borne by succeeding emperors. Before his death (A.D. 14) he associated Tiberius with him in the empire (  Luke 3:1  ), by whom he was succeeded.","Agrippa and Bernice meet Festus,Paul goes before Agrippa","Paul Arrested and Imprisoned, Paul Arrested and Imprisoned",3,"Luke.2.1,Acts.25.21,Acts.25.25",,,,,,,,Augustus
barnabas_1722,publish,1722,Barnabas,"Jupiter,Joses",barnabas_1722,Barnabas,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/barnabas.html," son of consolation, the surname of Joses, a Levite (  Acts 4:36  ). His name stands first on the list of prophets and teachers of the church at Antioch (  13:1  ). Luke speaks of him as a ""good man"" (  11:24  ). He was born of Jewish parents of the tribe of Levi. He was a native of Cyprus, where he had a possession of land (  Acts 4:36   Acts 4:37  ), which he sold. His personal appearance is supposed to have been dignified and commanding (  Acts 14:11   Acts 14:12  ). When Paul returned to Jerusalem after his conversion, Barnabas took him and introduced him to the apostles (  9:27  ). They had probably been companions as students in the school of Gamaliel.    The prosperity of the church at Antioch led the apostles and brethren at Jerusalem to send Barnabas thither to superintend the movement. He found the work so extensive and weighty that he went to Tarsus in search of Saul to assist him. Saul returned with him to Antioch and laboured with him for a whole year (  Acts 11:25   Acts 11:26  ). The two were at the end of this period sent up to Jerusalem with the contributions the church at Antioch had made for the poorer brethren there (  11:28-30  ). Shortly after they returned, bringing John Mark with them, they were appointed as missionaries to the heathen world, and in this capacity visited Cyprus and some of the principal cities of Asia Minor (  Acts 13:14  ). Returning from this first missionary journey to Antioch, they were again sent up to Jerusalem to consult with the church there regarding the relation of Gentiles to the church (  Acts 15:2  :   Galatians 2:1  ). This matter having been settled, they returned again to Antioch, bringing the decree of the council as the rule by which Gentiles were to be admitted into the church.    When about to set forth on a second missionary journey, a dispute arose between Saul and Barnabas as to the propriety of taking John Mark with them again. The dispute ended by Saul and Barnabas taking separate routes. Saul took Silas as his companion, and journeyed through Syria and Cilicia; while Barnabas took his nephew John Mark, and visited Cyprus (  Acts 15:36-41  ). Barnabas is not again mentioned by Luke in the Acts.","Believers share all things,Saul proclaims Jesus,Disciples first called Christians,First missionary journey begins,Barnabas and Saul go to Cyprus,Mission to Antioch in Pisidia,Mission to Lystra and Derbe,Jerusalem Council,Paul and Barnabas part ways,Mission to Iconium,Return to Antioch in Syria","Pentecost/Church Founded, Saul Converted, Church founded at Antioch, First Missionary Journey, First Missionary Journey, First Missionary Journey, First Missionary Journey, Second Missionary Journey, Second Missionary Journey, First Missionary Journey, First Missionary Journey",29,"Acts.4.36,Acts.9.27,Acts.11.22,Acts.11.25,Acts.11.30,Acts.12.25,Acts.13.1,Acts.13.2,Acts.13.7,Acts.13.43,Acts.13.46,Acts.13.50,Acts.14.12,Acts.14.13,Acts.14.14,Acts.14.20,Acts.15.2,Acts.15.12,Acts.15.22,Acts.15.25,Acts.15.35,Acts.15.36,Acts.15.37,Acts.15.39,1Cor.9.6,Gal.2.1,Gal.2.9,Gal.2.13,Col.4.10",,,,mary_1941,,,,Barnabas
